vehicle,brand,model,category,sales,year,month,date,brandTesla,modelModel3,source
Volkswagen Passat,Volkswagen,Passat,diesel,2797,2013,5,2013-05-01,Other,Other,hybridcars.com
Volkswagen Golf,Volkswagen,Golf,diesel,624,2013,5,2013-05-01,Other,Other,hybridcars.com
Mercedes GLK Class,Mercedes,GLK Class,diesel,538,2013,5,2013-05-01,Other,Other,hybridcars.com
Porsche Cayenne,Porsche,Cayenne,diesel,532,2013,5,2013-05-01,Other,Other,hybridcars.com
Mercedes ML Class,Mercedes,ML Class,diesel,459,2013,5,2013-05-01,Other,Other,hybridcars.com
BMW X5,BMW,X5,diesel,441,2013,5,2013-05-01,Other,Other,hybridcars.com
Mercedes GL-Class,Mercedes,GL-Class,diesel,364,2013,5,2013-05-01,Other,Other,hybridcars.com
Audi Q7,Audi,Q7,diesel,334,2013,5,2013-05-01,Other,Other,hybridcars.com
Volkswagen Touareg,Volkswagen,Touareg,diesel,286,2013,5,2013-05-01,Other,Other,hybridcars.com
Volkswagen Beetle,Volkswagen,Beetle,diesel,252,2013,5,2013-05-01,Other,Other,hybridcars.com
Mercedes E-Class,Mercedes,E-Class,diesel,107,2013,5,2013-05-01,Other,Other,hybridcars.com
Mercedes S-Class,Mercedes,S-Class,diesel,34,2013,5,2013-05-01,Other,Other,hybridcars.com
Audi A3,Audi,A3,diesel,2,2013,5,2013-05-01,Other,Other,hybridcars.com
Mercedes R-Class,Mercedes,R-Class,diesel,1,2013,5,2013-05-01,Other,Other,hybridcars.com
Toyota Prius Liftback,Toyota,Prius Liftback,hybrid,12432,2013,4,2013-04-01,Other,Other,hybridcars.com
Ford Fusion,Ford,Fusion,hybrid,3625,2013,4,2013-04-01,Other,Other,hybridcars.com
Toyota Prius C,Toyota,Prius C,hybrid,3486,2013,4,2013-04-01,Other,Other,hybridcars.com
Toyota Prius V,Toyota,Prius V,hybrid,3372,2013,4,2013-04-01,Other,Other,hybridcars.com
Toyota Camry,Toyota,Camry,hybrid,3257,2013,4,2013-04-01,Other,Other,hybridcars.com
Ford C-Max,Ford,C-Max,hybrid,3197,2013,4,2013-04-01,Other,Other,hybridcars.com
Chevrolet Malibu,Chevrolet,Malibu,hybrid,1551,2013,4,2013-04-01,Other,Other,hybridcars.com
Hyundai Sonata,Hyundai,Sonata,hybrid,1447,2013,4,2013-04-01,Other,Other,hybridcars.com
Toyota Avalon,Toyota,Avalon,hybrid,1423,2013,4,2013-04-01,Other,Other,hybridcars.com
Lexus ES,Lexus,ES,hybrid,1237,2013,4,2013-04-01,Other,Other,hybridcars.com
Lexus CT200h,Lexus,CT200h,hybrid,1171,2013,4,2013-04-01,Other,Other,hybridcars.com
Kia Optima,Kia,Optima,hybrid,1000,2013,4,2013-04-01,Other,Other,hybridcars.com
Lincoln MKZ,Lincoln,MKZ,hybrid,884,2013,4,2013-04-01,Other,Other,hybridcars.com
Lexus RX400/450h,Lexus,RX400/450h,hybrid,688,2013,4,2013-04-01,Other,Other,hybridcars.com
Buick LaCrosse,Buick,LaCrosse,hybrid,662,2013,4,2013-04-01,Other,Other,hybridcars.com
Honda Civic,Honda,Civic,hybrid,569,2013,4,2013-04-01,Other,Other,hybridcars.com
Toyota Highlander,Toyota,Highlander,hybrid,495,2013,4,2013-04-01,Other,Other,hybridcars.com
Honda CR-Z,Honda,CR-Z,hybrid,405,2013,4,2013-04-01,Other,Other,hybridcars.com
Honda Insight,Honda,Insight,hybrid,391,2013,4,2013-04-01,Other,Other,hybridcars.com
Buick Regal,Buick,Regal,hybrid,389,2013,4,2013-04-01,Other,Other,hybridcars.com
Volkswagen Jetta,Volkswagen,Jetta,hybrid,353,2013,4,2013-04-01,Other,Other,hybridcars.com
Acura ILX,Acura,ILX,hybrid,152,2013,4,2013-04-01,Other,Other,hybridcars.com
BMW Active 3 (335ih),BMW,Active 3 (335ih),hybrid,125,2013,4,2013-04-01,Other,Other,hybridcars.com
BMW Active 5 (535ih),BMW,Active 5 (535ih),hybrid,98,2013,4,2013-04-01,Other,Other,hybridcars.com
Audi Q5,Audi,Q5,hybrid,86,2013,4,2013-04-01,Other,Other,hybridcars.com
Cadillac Escalade,Cadillac,Escalade,hybrid,47,2013,4,2013-04-01,Other,Other,hybridcars.com
Porsche Cayenne,Porsche,Cayenne,hybrid,46,2013,4,2013-04-01,Other,Other,hybridcars.com
GMC Yukon,GMC,Yukon,hybrid,37,2013,4,2013-04-01,Other,Other,hybridcars.com
Infiniti M,Infiniti,M,hybrid,35,2013,4,2013-04-01,Other,Other,hybridcars.com
Lexus GS450h,Lexus,GS450h,hybrid,34,2013,4,2013-04-01,Other,Other,hybridcars.com
Chevrolet Tahoe,Chevrolet,Tahoe,hybrid,32,2013,4,2013-04-01,Other,Other,hybridcars.com
Mercedes E400H,Mercedes,E400H,hybrid,17,2013,4,2013-04-01,Other,Other,hybridcars.com
Lexus LS600h,Lexus,LS600h,hybrid,15,2013,4,2013-04-01,Other,Other,hybridcars.com
GMC Sierra,GMC,Sierra,hybrid,14,2013,4,2013-04-01,Other,Other,hybridcars.com
Chevrolet Silverado,Chevrolet,Silverado,hybrid,13,2013,4,2013-04-01,Other,Other,hybridcars.com
Mercedes S400HV,Mercedes,S400HV,hybrid,7,2013,4,2013-04-01,Other,Other,hybridcars.com
Volkswagen Touareg,Volkswagen,Touareg,hybrid,7,2013,4,2013-04-01,Other,Other,hybridcars.com
Porsche Panamera S,Porsche,Panamera S,hybrid,5,2013,4,2013-04-01,Other,Other,hybridcars.com
Tesla Model S,Tesla,Model S,bev,2100,2013,4,2013-04-01,Tesla,Other,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,1937,2013,4,2013-04-01,Other,Other,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1306,2013,4,2013-04-01,Other,Other,hybridcars.com
Toyota Prius,Toyota,Prius,phev,599,2013,4,2013-04-01,Other,Other,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,411,2013,4,2013-04-01,Other,Other,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,364,2013,4,2013-04-01,Other,Other,hybridcars.com
Ford Focus,Ford,Focus,bev,147,2013,4,2013-04-01,Other,Other,hybridcars.com
Mitsubishi i-Mi,Mitsubishi,i-Mi,bev,127,2013,4,2013-04-01,Other,Other,hybridcars.com
Toyota RAV4,Toyota,RAV4,bev,70,2013,4,2013-04-01,Other,Other,hybridcars.com
Honda Accord Plug In,Honda,Accord Plug In,phev,55,2013,4,2013-04-01,Other,Other,hybridcars.com
Honda Fit,Honda,Fit,bev,22,2013,4,2013-04-01,Other,Other,hybridcars.com
Honda Civic,Honda,Civic,hybrid,264,2013,4,2013-04-01,Other,Other,hybridcars.com
Volkswagen Jetta,Volkswagen,Jetta,diesel,3158,2013,4,2013-04-01,Other,Other,hybridcars.com
Volkswagen Passat,Volkswagen,Passat,diesel,2797,2013,4,2013-04-01,Other,Other,hybridcars.com
Volkswagen Golf,Volkswagen,Golf,diesel,527,2013,4,2013-04-01,Other,Other,hybridcars.com
Porsche Cayenne,Porsche,Cayenne,diesel,514,2013,4,2013-04-01,Other,Other,hybridcars.com
Mercedes ML Class,Mercedes,ML Class,diesel,501,2013,4,2013-04-01,Other,Other,hybridcars.com
Mercedes GL-Class,Mercedes,GL-Class,diesel,465,2013,4,2013-04-01,Other,Other,hybridcars.com
BMW X5,BMW,X5,diesel,412,2013,4,2013-04-01,Other,Other,hybridcars.com
Audi Q7,Audi,Q7,diesel,346,2013,4,2013-04-01,Other,Other,hybridcars.com
Volkswagen Touareg,Volkswagen,Touareg,diesel,286,2013,4,2013-04-01,Other,Other,hybridcars.com
Volkswagen Beetle,Volkswagen,Beetle,diesel,237,2013,4,2013-04-01,Other,Other,hybridcars.com
Mercedes E-Class,Mercedes,E-Class,diesel,80,2013,4,2013-04-01,Other,Other,hybridcars.com
Mercedes S-Class,Mercedes,S-Class,diesel,31,2013,4,2013-04-01,Other,Other,hybridcars.com
Audi A3,Audi,A3,diesel,5,2013,4,2013-04-01,Other,Other,hybridcars.com
Toyota Prius Liftback,Toyota,Prius Liftback,hybrid,13868,2013,3,2013-03-01,Other,Other,hybridcars.com
Toyota Camry,Toyota,Camry,hybrid,4461,2013,3,2013-03-01,Other,Other,hybridcars.com
Toyota Prius C,Toyota,Prius C,hybrid,4026,2013,3,2013-03-01,Other,Other,hybridcars.com
Toyota Prius V,Toyota,Prius V,hybrid,3460,2013,3,2013-03-01,Other,Other,hybridcars.com
Ford Fusion,Ford,Fusion,hybrid,3417,2013,3,2013-03-01,Other,Other,hybridcars.com
Ford C-Max,Ford,C-Max,hybrid,3275,2013,3,2013-03-01,Other,Other,hybridcars.com
Hyundai Sonata,Hyundai,Sonata,hybrid,1623,2013,3,2013-03-01,Other,Other,hybridcars.com
Toyota Avalon,Toyota,Avalon,hybrid,1616,2013,3,2013-03-01,Other,Other,hybridcars.com
Lexus ES,Lexus,ES,hybrid,1561,2013,3,2013-03-01,Other,Other,hybridcars.com
Chevrolet Malibu,Chevrolet,Malibu,hybrid,1359,2013,3,2013-03-01,Other,Other,hybridcars.com
Lexus CT200h,Lexus,CT200h,hybrid,1062,2013,3,2013-03-01,Other,Other,hybridcars.com
Kia Optima,Kia,Optima,hybrid,1001,2013,3,2013-03-01,Other,Other,hybridcars.com
Lexus RX400/450h,Lexus,RX400/450h,hybrid,925,2013,3,2013-03-01,Other,Other,hybridcars.com
Buick LaCrosse,Buick,LaCrosse,hybrid,717,2013,3,2013-03-01,Other,Other,hybridcars.com
Honda Civic,Honda,Civic,hybrid,572,2013,3,2013-03-01,Other,Other,hybridcars.com
Toyota Highlander,Toyota,Highlander,hybrid,477,2013,3,2013-03-01,Other,Other,hybridcars.com
Honda Insight,Honda,Insight,hybrid,454,2013,3,2013-03-01,Other,Other,hybridcars.com
Honda CR-Z,Honda,CR-Z,hybrid,451,2013,3,2013-03-01,Other,Other,hybridcars.com
Volkswagen Jetta,Volkswagen,Jetta,hybrid,451,2013,3,2013-03-01,Other,Other,hybridcars.com
Lincoln MKZ,Lincoln,MKZ,hybrid,446,2013,3,2013-03-01,Other,Other,hybridcars.com
Buick Regal,Buick,Regal,hybrid,387,2013,3,2013-03-01,Other,Other,hybridcars.com
Acura ILX,Acura,ILX,hybrid,145,2013,3,2013-03-01,Other,Other,hybridcars.com
Audi Q5,Audi,Q5,hybrid,84,2013,3,2013-03-01,Other,Other,hybridcars.com
BMW Active 3 (335ih),BMW,Active 3 (335ih),hybrid,78,2013,3,2013-03-01,Other,Other,hybridcars.com
Infiniti M,Infiniti,M,hybrid,58,2013,3,2013-03-01,Other,Other,hybridcars.com
Lexus GS450h,Lexus,GS450h,hybrid,56,2013,3,2013-03-01,Other,Other,hybridcars.com
BMW Active 5 (535ih),BMW,Active 5 (535ih),hybrid,51,2013,3,2013-03-01,Other,Other,hybridcars.com
Chevrolet Tahoe,Chevrolet,Tahoe,hybrid,48,2013,3,2013-03-01,Other,Other,hybridcars.com
Porsche Cayenne,Porsche,Cayenne,hybrid,46,2013,3,2013-03-01,Other,Other,hybridcars.com
Cadillac Escalade,Cadillac,Escalade,hybrid,35,2013,3,2013-03-01,Other,Other,hybridcars.com
GMC Yukon,GMC,Yukon,hybrid,26,2013,3,2013-03-01,Other,Other,hybridcars.com
Mercedes E400H,Mercedes,E400H,hybrid,25,2013,3,2013-03-01,Other,Other,hybridcars.com
Chevrolet Silverado,Chevrolet,Silverado,hybrid,12,2013,3,2013-03-01,Other,Other,hybridcars.com
Lexus LS600h,Lexus,LS600h,hybrid,12,2013,3,2013-03-01,Other,Other,hybridcars.com
Volkswagen Touareg,Volkswagen,Touareg,hybrid,12,2013,3,2013-03-01,Other,Other,hybridcars.com
Porsche Panamera S,Porsche,Panamera S,hybrid,11,2013,3,2013-03-01,Other,Other,hybridcars.com
Mercedes S400HV,Mercedes,S400HV,hybrid,8,2013,3,2013-03-01,Other,Other,hybridcars.com
GMC Sierra,GMC,Sierra,hybrid,6,2013,3,2013-03-01,Other,Other,hybridcars.com
BMW 7-Series Active,BMW,7-Series Active,hybrid,4,2013,3,2013-03-01,Other,Other,hybridcars.com
Lexus HS250h,Lexus,HS250h,hybrid,1,2013,3,2013-03-01,Other,Other,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,2236,2013,3,2013-03-01,Other,Other,hybridcars.com
Tesla Model S,Tesla,Model S,bev,1950,2013,3,2013-03-01,Tesla,Other,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1478,2013,3,2013-03-01,Other,Other,hybridcars.com
Toyota Prius,Toyota,Prius,phev,786,2013,3,2013-03-01,Other,Other,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,494,2013,3,2013-03-01,Other,Other,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,295,2013,3,2013-03-01,Other,Other,hybridcars.com
Ford Focus,Ford,Focus,bev,180,2013,3,2013-03-01,Other,Other,hybridcars.com
Toyota RAV4,Toyota,RAV4,bev,133,2013,3,2013-03-01,Other,Other,hybridcars.com
Mitsubishi i-Mi,Mitsubishi,i-Mi,bev,31,2013,3,2013-03-01,Other,Other,hybridcars.com
Honda Accord Plug In,Honda,Accord Plug In,phev,26,2013,3,2013-03-01,Other,Other,hybridcars.com
Honda Fit,Honda,Fit,bev,23,2013,3,2013-03-01,Other,Other,hybridcars.com
Honda Civic,Honda,Civic,hybrid,167,2013,3,2013-03-01,Other,Other,hybridcars.com
Volkswagen Jetta,Volkswagen,Jetta,diesel,3653,2013,3,2013-03-01,Other,Other,hybridcars.com
Volkswagen Passat,Volkswagen,Passat,diesel,3237,2013,3,2013-03-01,Other,Other,hybridcars.com
Mercedes GL-Class,Mercedes,GL-Class,diesel,1011,2013,3,2013-03-01,Other,Other,hybridcars.com
Volkswagen Golf,Volkswagen,Golf,diesel,754,2013,3,2013-03-01,Other,Other,hybridcars.com
Mercedes ML Class,Mercedes,ML Class,diesel,478,2013,3,2013-03-01,Other,Other,hybridcars.com
BMW X5,BMW,X5,diesel,462,2013,3,2013-03-01,Other,Other,hybridcars.com
Porsche Cayenne,Porsche,Cayenne,diesel,451,2013,3,2013-03-01,Other,Other,hybridcars.com
Volkswagen Touareg,Volkswagen,Touareg,diesel,375,2013,3,2013-03-01,Other,Other,hybridcars.com
Volkswagen Beetle,Volkswagen,Beetle,diesel,284,2013,3,2013-03-01,Other,Other,hybridcars.com
Audi Q7,Audi,Q7,diesel,279,2013,3,2013-03-01,Other,Other,hybridcars.com
Mercedes E-Class,Mercedes,E-Class,diesel,105,2013,3,2013-03-01,Other,Other,hybridcars.com
Mercedes S-Class,Mercedes,S-Class,diesel,45,2013,3,2013-03-01,Other,Other,hybridcars.com
Audi A3,Audi,A3,diesel,28,2013,3,2013-03-01,Other,Other,hybridcars.com
Mercedes R-Class,Mercedes,R-Class,diesel,1,2013,3,2013-03-01,Other,Other,hybridcars.com
Toyota Prius Liftback,Toyota,Prius Liftback,hybrid,11428,2013,2,2013-02-01,Other,Other,hybridcars.com
Toyota Camry,Toyota,Camry,hybrid,4147,2013,2,2013-02-01,Other,Other,hybridcars.com
Ford Fusion,Ford,Fusion,hybrid,3806,2013,2,2013-02-01,Other,Other,hybridcars.com
Toyota Prius C,Toyota,Prius C,hybrid,3148,2013,2,2013-02-01,Other,Other,hybridcars.com
Ford C-Max,Ford,C-Max,hybrid,2849,2013,2,2013-02-01,Other,Other,hybridcars.com
Toyota Prius V,Toyota,Prius V,hybrid,2543,2013,2,2013-02-01,Other,Other,hybridcars.com
Hyundai Sonata,Hyundai,Sonata,hybrid,1441,2013,2,2013-02-01,Other,Other,hybridcars.com
Toyota Avalon,Toyota,Avalon,hybrid,1361,2013,2,2013-02-01,Other,Other,hybridcars.com
Chevrolet Malibu,Chevrolet,Malibu,hybrid,1254,2013,2,2013-02-01,Other,Other,hybridcars.com
Kia Optima,Kia,Optima,hybrid,1215,2013,2,2013-02-01,Other,Other,hybridcars.com
Lexus CT200h,Lexus,CT200h,hybrid,1182,2013,2,2013-02-01,Other,Other,hybridcars.com
Lexus ES,Lexus,ES,hybrid,1154,2013,2,2013-02-01,Other,Other,hybridcars.com
Lexus RX400/450h,Lexus,RX400/450h,hybrid,756,2013,2,2013-02-01,Other,Other,hybridcars.com
Buick LaCrosse,Buick,LaCrosse,hybrid,706,2013,2,2013-02-01,Other,Other,hybridcars.com
Toyota Highlander,Toyota,Highlander,hybrid,441,2013,2,2013-02-01,Other,Other,hybridcars.com
Honda Civic,Honda,Civic,hybrid,433,2013,2,2013-02-01,Other,Other,hybridcars.com
Honda Insight,Honda,Insight,hybrid,388,2013,2,2013-02-01,Other,Other,hybridcars.com
Honda CR-Z,Honda,CR-Z,hybrid,381,2013,2,2013-02-01,Other,Other,hybridcars.com
Buick Regal,Buick,Regal,hybrid,375,2013,2,2013-02-01,Other,Other,hybridcars.com
Volkswagen Jetta,Volkswagen,Jetta,hybrid,272,2013,2,2013-02-01,Other,Other,hybridcars.com
Lincoln MKZ,Lincoln,MKZ,hybrid,177,2013,2,2013-02-01,Other,Other,hybridcars.com
Acura ILX,Acura,ILX,hybrid,154,2013,2,2013-02-01,Other,Other,hybridcars.com
BMW Active 3 (335ih),BMW,Active 3 (335ih),hybrid,88,2013,2,2013-02-01,Other,Other,hybridcars.com
Audi Q5,Audi,Q5,hybrid,76,2013,2,2013-02-01,Other,Other,hybridcars.com
Infiniti M,Infiniti,M,hybrid,46,2013,2,2013-02-01,Other,Other,hybridcars.com
BMW Active 5 (535ih),BMW,Active 5 (535ih),hybrid,43,2013,2,2013-02-01,Other,Other,hybridcars.com
Volkswagen Touareg,Volkswagen,Touareg,hybrid,43,2013,2,2013-02-01,Other,Other,hybridcars.com
Chevrolet Tahoe,Chevrolet,Tahoe,hybrid,38,2013,2,2013-02-01,Other,Other,hybridcars.com
Lexus GS450h,Lexus,GS450h,hybrid,38,2013,2,2013-02-01,Other,Other,hybridcars.com
Porsche Cayenne,Porsche,Cayenne,hybrid,32,2013,2,2013-02-01,Other,Other,hybridcars.com
Cadillac Escalade,Cadillac,Escalade,hybrid,30,2013,2,2013-02-01,Other,Other,hybridcars.com
GMC Yukon,GMC,Yukon,hybrid,23,2013,2,2013-02-01,Other,Other,hybridcars.com
Lexus LS600h,Lexus,LS600h,hybrid,22,2013,2,2013-02-01,Other,Other,hybridcars.com
Mercedes E400H,Mercedes,E400H,hybrid,22,2013,2,2013-02-01,Other,Other,hybridcars.com
Honda Accord,Honda,Accord,hybrid,17,2013,2,2013-02-01,Other,Other,hybridcars.com
Chevrolet Silverado,Chevrolet,Silverado,hybrid,14,2013,2,2013-02-01,Other,Other,hybridcars.com
Mercedes S400HV,Mercedes,S400HV,hybrid,9,2013,2,2013-02-01,Other,Other,hybridcars.com
GMC Sierra,GMC,Sierra,hybrid,7,2013,2,2013-02-01,Other,Other,hybridcars.com
Mercedes ML450H,Mercedes,ML450H,hybrid,6,2013,2,2013-02-01,Other,Other,hybridcars.com
Porsche Panamera S,Porsche,Panamera S,hybrid,5,2013,2,2013-02-01,Other,Other,hybridcars.com
BMW 7-Series Active,BMW,7-Series Active,hybrid,2,2013,2,2013-02-01,Other,Other,hybridcars.com
Lexus HS250h,Lexus,HS250h,hybrid,1,2013,2,2013-02-01,Other,Other,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1626,2013,2,2013-02-01,Other,Other,hybridcars.com
Tesla Model S,Tesla,Model S,bev,1500,2013,2,2013-02-01,Tesla,Other,hybridcars.com
Toyota Prius,Toyota,Prius,phev,693,2013,2,2013-02-01,Other,Other,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,653,2013,2,2013-02-01,Other,Other,hybridcars.com
Mitsubishi i-Mi,Mitsubishi,i-Mi,bev,337,2013,2,2013-02-01,Other,Other,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,334,2013,2,2013-02-01,Other,Other,hybridcars.com
Ford Focus,Ford,Focus,bev,158,2013,2,2013-02-01,Other,Other,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,119,2013,2,2013-02-01,Other,Other,hybridcars.com
Toyota RAV4,Toyota,RAV4,bev,52,2013,2,2013-02-01,Other,Other,hybridcars.com
Honda Accord Plug In,Honda,Accord Plug In,phev,17,2013,2,2013-02-01,Other,Other,hybridcars.com
Honda Fit,Honda,Fit,bev,15,2013,2,2013-02-01,Other,Other,hybridcars.com
Smart Fortwo,Smart,Fortwo,bev,1,2013,2,2013-02-01,Other,Other,hybridcars.com
Honda Civic,Honda,Civic,hybrid,139,2013,2,2013-02-01,Other,Other,hybridcars.com
Volkswagen Jetta,Volkswagen,Jetta,diesel,3261,2013,2,2013-02-01,Other,Other,hybridcars.com
Volkswagen Passat,Volkswagen,Passat,diesel,2233,2013,2,2013-02-01,Other,Other,hybridcars.com
Volkswagen Golf,Volkswagen,Golf,diesel,885,2013,2,2013-02-01,Other,Other,hybridcars.com
Mercedes GL-Class,Mercedes,GL-Class,diesel,773,2013,2,2013-02-01,Other,Other,hybridcars.com
BMW X5,BMW,X5,diesel,428,2013,2,2013-02-01,Other,Other,hybridcars.com
Volkswagen Touareg,Volkswagen,Touareg,diesel,392,2013,2,2013-02-01,Other,Other,hybridcars.com
Mercedes ML Class,Mercedes,ML Class,diesel,317,2013,2,2013-02-01,Other,Other,hybridcars.com
Audi Q7,Audi,Q7,diesel,314,2013,2,2013-02-01,Other,Other,hybridcars.com
Porsche Cayenne,Porsche,Cayenne,diesel,314,2013,2,2013-02-01,Other,Other,hybridcars.com
Volkswagen Beetle,Volkswagen,Beetle,diesel,189,2013,2,2013-02-01,Other,Other,hybridcars.com
Mercedes E-Class,Mercedes,E-Class,diesel,122,2013,2,2013-02-01,Other,Other,hybridcars.com
Audi A3,Audi,A3,diesel,107,2013,2,2013-02-01,Other,Other,hybridcars.com
Mercedes S-Class,Mercedes,S-Class,diesel,35,2013,2,2013-02-01,Other,Other,hybridcars.com
Mercedes R-Class,Mercedes,R-Class,diesel,4,2013,2,2013-02-01,Other,Other,hybridcars.com
Toyota Prius Liftback,Toyota,Prius Liftback,hybrid,9685,2013,1,2013-01-01,Other,Other,hybridcars.com
Toyota Camry,Toyota,Camry,hybrid,3826,2013,1,2013-01-01,Other,Other,hybridcars.com
Ford Fusion,Ford,Fusion,hybrid,3043,2013,1,2013-01-01,Other,Other,hybridcars.com
Toyota Prius C,Toyota,Prius C,hybrid,2691,2013,1,2013-01-01,Other,Other,hybridcars.com
Toyota Prius V,Toyota,Prius V,hybrid,2522,2013,1,2013-01-01,Other,Other,hybridcars.com
Ford C-Max,Ford,C-Max,hybrid,2387,2013,1,2013-01-01,Other,Other,hybridcars.com
Lexus ES,Lexus,ES,hybrid,1324,2013,1,2013-01-01,Other,Other,hybridcars.com
Hyundai Sonata,Hyundai,Sonata,hybrid,1192,2013,1,2013-01-01,Other,Other,hybridcars.com
Toyota Avalon,Toyota,Avalon,hybrid,1040,2013,1,2013-01-01,Other,Other,hybridcars.com
Lexus CT200h,Lexus,CT200h,hybrid,1001,2013,1,2013-01-01,Other,Other,hybridcars.com
Chevrolet Malibu,Chevrolet,Malibu,hybrid,981,2013,1,2013-01-01,Other,Other,hybridcars.com
Kia Optima,Kia,Optima,hybrid,909,2013,1,2013-01-01,Other,Other,hybridcars.com
Lexus RX400/450h,Lexus,RX400/450h,hybrid,744,2013,1,2013-01-01,Other,Other,hybridcars.com
Buick LaCrosse,Buick,LaCrosse,hybrid,576,2013,1,2013-01-01,Other,Other,hybridcars.com
Toyota Highlander,Toyota,Highlander,hybrid,452,2013,1,2013-01-01,Other,Other,hybridcars.com
Honda Civic,Honda,Civic,hybrid,429,2013,1,2013-01-01,Other,Other,hybridcars.com
Honda CR-Z,Honda,CR-Z,hybrid,358,2013,1,2013-01-01,Other,Other,hybridcars.com
Honda Insight,Honda,Insight,hybrid,319,2013,1,2013-01-01,Other,Other,hybridcars.com
Volkswagen Jetta,Volkswagen,Jetta,hybrid,232,2013,1,2013-01-01,Other,Other,hybridcars.com
Buick Regal,Buick,Regal,hybrid,184,2013,1,2013-01-01,Other,Other,hybridcars.com
Lincoln MKZ,Lincoln,MKZ,hybrid,100,2013,1,2013-01-01,Other,Other,hybridcars.com
Audi Q5,Audi,Q5,hybrid,90,2013,1,2013-01-01,Other,Other,hybridcars.com
Acura ILX,Acura,ILX,hybrid,84,2013,1,2013-01-01,Other,Other,hybridcars.com
Porsche Cayenne,Porsche,Cayenne,hybrid,60,2013,1,2013-01-01,Other,Other,hybridcars.com
BMW Active 3 (335ih),BMW,Active 3 (335ih),hybrid,56,2013,1,2013-01-01,Other,Other,hybridcars.com
Porsche Panamera S,Porsche,Panamera S,hybrid,46,2013,1,2013-01-01,Other,Other,hybridcars.com
Cadillac Escalade,Cadillac,Escalade,hybrid,44,2013,1,2013-01-01,Other,Other,hybridcars.com
Infiniti M,Infiniti,M,hybrid,37,2013,1,2013-01-01,Other,Other,hybridcars.com
Lexus GS450h,Lexus,GS450h,hybrid,34,2013,1,2013-01-01,Other,Other,hybridcars.com
Chevrolet Tahoe,Chevrolet,Tahoe,hybrid,30,2013,1,2013-01-01,Other,Other,hybridcars.com
GMC Yukon,GMC,Yukon,hybrid,23,2013,1,2013-01-01,Other,Other,hybridcars.com
Mercedes E400H,Mercedes,E400H,hybrid,22,2013,1,2013-01-01,Other,Other,hybridcars.com
Volkswagen Touareg,Volkswagen,Touareg,hybrid,21,2013,1,2013-01-01,Other,Other,hybridcars.com
BMW Active 5 (535ih),BMW,Active 5 (535ih),hybrid,18,2013,1,2013-01-01,Other,Other,hybridcars.com
Lexus LS600h,Lexus,LS600h,hybrid,14,2013,1,2013-01-01,Other,Other,hybridcars.com
Mercedes S400HV,Mercedes,S400HV,hybrid,12,2013,1,2013-01-01,Other,Other,hybridcars.com
Chevrolet Silverado,Chevrolet,Silverado,hybrid,10,2013,1,2013-01-01,Other,Other,hybridcars.com
GMC Sierra,GMC,Sierra,hybrid,9,2013,1,2013-01-01,Other,Other,hybridcars.com
BMW 7-Series Active,BMW,7-Series Active,hybrid,3,2013,1,2013-01-01,Other,Other,hybridcars.com
Mercedes ML450H,Mercedes,ML450H,hybrid,3,2013,1,2013-01-01,Other,Other,hybridcars.com
Tesla Model S,Tesla,Model S,bev,1300,2013,1,2013-01-01,Tesla,Other,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1140,2013,1,2013-01-01,Other,Other,hybridcars.com
Toyota Prius,Toyota,Prius,phev,874,2013,1,2013-01-01,Other,Other,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,650,2013,1,2013-01-01,Other,Other,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,338,2013,1,2013-01-01,Other,Other,hybridcars.com
Mitsubishi i-Mi,Mitsubishi,i-Mi,bev,257,2013,1,2013-01-01,Other,Other,hybridcars.com
Ford Focus,Ford,Focus,bev,81,2013,1,2013-01-01,Other,Other,hybridcars.com
Toyota RAV4,Toyota,RAV4,bev,25,2013,1,2013-01-01,Other,Other,hybridcars.com
Honda Fit,Honda,Fit,bev,8,2013,1,2013-01-01,Other,Other,hybridcars.com
Honda Accord,Honda,Accord,hybrid,2,2013,1,2013-01-01,Other,Other,hybridcars.com
Smart Fortwo,Smart,Fortwo,bev,1,2013,1,2013-01-01,Other,Other,hybridcars.com
Honda Civic,Honda,Civic,hybrid,126,2013,1,2013-01-01,Other,Other,hybridcars.com
Volkswagen Jetta,Volkswagen,Jetta,diesel,2690,2013,1,2013-01-01,Other,Other,hybridcars.com
